Event,Date,UTC_Time,TimeControl,Result,White,Black,WhiteElo,BlackElo,ECO,Opening,TotalMoves,TimeCategory,TimeOfDay,GameLength,ResultClass,RatingDiff
Live Chess,2023.03.13,17:01:18,600,0-1,DeusRuski02,alekscottz,1030,1040,A40,,80,Blitz,Evening,Long,Win,10
Live Chess,2023.03.13,16:57:01,600,1-0,alekscottz,Shaibel711,1032,1040,B07,,27,Blitz,Afternoon,Short,Win,-8
Live Chess,2023.03.13,02:36:28,600,1-0,angelougge,alekscottz,993,1023,B20,,49,Blitz,Night,Medium,Loss,30
Live Chess,2023.03.13,01:39:17,600,1-0,CamScaife,alekscottz,1086,1032,B23,,22,Blitz,Night,Short,Loss,-54
Live Chess,2023.03.13,01:24:15,600,0-1,alekscottz,vrdo11,1039,1087,B00,,104,Blitz,Night,Long,Loss,-48
Live Chess,2023.03.12,23:37:09,600,1-0,Rand298,alekscottz,1088,1046,B33,,13,Blitz,Night,Short,Loss,-42
Live Chess,2023.03.12,23:06:40,600,0-1,alekscottz,Brightonkerk,1053,1072,B10,,70,Blitz,Night,Long,Loss,-19
Live Chess,2023.03.12,22:48:07,600,1-0,SpecPeen,alekscottz,1059,1061,B23,,139,Blitz,Night,Long,Loss,2
Live Chess,2023.03.12,22:19:52,600,1-0,alekscottz,Aveeasyy,1069,1031,C25,,55,Blitz,Night,Medium,Win,38
Live Chess,2023.03.12,21:06:39,600,0-1,Rose3200,alekscottz,1066,1062,B21,,100,Blitz,Night,Long,Win,-4
Live Chess,2023.03.12,18:37:39,600,1-0,alekscottz,cyatheales,1053,1033,B07,,93,Blitz,Evening,Long,Win,20
Live Chess,2023.03.12,18:32:36,600,1-0,Gage9131,alekscottz,1083,1045,A40,,29,Blitz,Evening,Short,Loss,-38
Live Chess,2023.03.12,18:21:43,600,1-0,aburisa-mon,alekscottz,1100,1052,B27,,81,Blitz,Evening,Long,Loss,-48
Live Chess,2023.03.12,16:43:37,600,0-1,alekscottz,masterofchess6921,1059,1040,C47,,48,Blitz,Afternoon,Medium,Loss,19
Live Chess,2023.03.12,16:36:50,600,0-1,JosephineHardy,alekscottz,1040,1068,B30,,26,Blitz,Afternoon,Short,Win,28
Live Chess,2023.03.12,16:29:59,600,1-0,alekscottz,tgressie,1060,1016,C25,,21,Blitz,Afternoon,Short,Win,44
Live Chess,2023.03.12,14:53:35,600,0-1,alekscottz,Agent_Smart_Raven,1053,1031,B00,,44,Blitz,Afternoon,Medium,Loss,22
Live Chess,2023.03.12,03:04:40,600,0-1,blakenshaken,alekscottz,1060,1062,A40,,28,Blitz,Night,Short,Win,2
Live Chess,2023.03.12,01:50:57,600,0-1,ChapterIV,alekscottz,1001,1054,B22,,68,Blitz,Night,Long,Win,53
Live Chess,2023.03.11,22:06:13,600,0-1,alekscottz,EmadTarekMohamed,1047,1053,C50,,120,Blitz,Night,Long,Loss,-6
Live Chess,2023.03.11,21:51:32,600,1/2-1/2,zachj3,alekscottz,1090,1055,A04,,108,Blitz,Night,Long,Draw,-35
Live Chess,2023.03.11,21:46:11,600,0-1,DChau9,alekscottz,1005,1054,C02,,22,Blitz,Night,Short,Win,49
Live Chess,2023.03.11,05:09:31,600,0-1,alekscottz,Hirthquake,1047,1045,B01,,106,Blitz,Morning,Long,Loss,2
Live Chess,2023.03.11,05:03:48,600,1-0,Lolmaker23,alekscottz,1111,1055,B23,,39,Blitz,Morning,Medium,Loss,-56
Live Chess,2023.03.11,02:17:09,600,0-1,alekscottz,qemail10,1062,1097,C20,,50,Blitz,Night,Medium,Loss,-35
Live Chess,2023.03.11,01:48:05,600,0-1,VulcanB2Bomber,alekscottz,1036,1070,B23,,86,Blitz,Night,Long,Win,34
Live Chess,2023.03.11,01:31:58,600,0-1,alekscottz,LuKaaszs,1062,1046,B30,,86,Blitz,Night,Long,Loss,16
Live Chess,2023.03.11,01:16:53,600,0-1,jimofalltrades,alekscottz,991,1071,C00,,66,Blitz,Night,Long,Win,80
Live Chess,2023.03.11,00:56:41,600,0-1,Joefore,alekscottz,1018,1065,A10,,98,Blitz,Night,Long,Win,47
Live Chess,2023.03.10,22:04:18,600,0-1,alekscottz,Juksman,1058,1032,C23,,110,Blitz,Night,Long,Loss,26
Live Chess,2023.03.10,21:16:57,600,1-0,alekscottz,T4llnut,1067,968,B10,,53,Blitz,Night,Medium,Win,99
Live Chess,2023.03.10,21:12:48,600,0-1,artur255,alekscottz,1002,1061,C02,,31,Blitz,Night,Medium,Win,59
Live Chess,2023.03.10,20:54:31,600,1/2-1/2,alekscottz,GraemeDrayton36,1054,1073,B20,,164,Blitz,Evening,Long,Draw,-19
Live Chess,2023.03.10,20:51:14,600,1-0,alekscottz,Rabb3t,1054,1045,C23,,13,Blitz,Evening,Short,Win,9
Live Chess,2023.03.10,19:22:35,600,0-1,jsalm,alekscottz,1075,1046,C00,,84,Blitz,Evening,Long,Win,-29
Live Chess,2023.03.10,19:21:25,600,0-1,alekscottz,innocenzin,1037,1068,C24,,9,Blitz,Evening,Short,Loss,-31
Live Chess,2023.03.10,03:51:51,600,1-0,Patternsofresponse,alekscottz,1061,1045,C00,,97,Blitz,Night,Long,Loss,-16
Live Chess,2023.03.10,02:36:25,600,0-1,alekscottz,lPilgriml,1053,1092,B01,,86,Blitz,Night,Long,Loss,-39
Live Chess,2023.03.09,23:22:21,600,0-1,lightendeavour,alekscottz,1006,1060,C00,,154,Blitz,Night,Long,Win,54
Live Chess,2023.03.09,20:50:59,600,1-0,SanktPaul,alekscottz,1010,1053,A40,,49,Blitz,Evening,Medium,Loss,43
Live Chess,2023.03.09,20:42:42,600,0-1,Ron305,alekscottz,1025,1062,C00,,34,Blitz,Evening,Medium,Win,37
Live Chess,2023.03.09,17:51:53,600,0-1,alekscottz,AustinIsTerribleAtChess,1054,1078,C24,,64,Blitz,Evening,Long,Loss,-24
Live Chess,2023.03.09,17:47:50,600,0-1,alekscottz,discreetnighthawk,1062,1058,B10,,30,Blitz,Evening,Medium,Loss,4
Live Chess,2023.03.09,15:49:40,600,1-0,t1tts,alekscottz,1072,1071,C02,,43,Blitz,Afternoon,Medium,Loss,-1
Live Chess,2023.03.09,15:21:49,600,1/2-1/2,alekscottz,Hack0Bo,1079,1103,B20,,138,Blitz,Afternoon,Long,Draw,-24
Live Chess,2023.03.09,14:49:42,600,1-0,alekscottz,Tcholsky,1078,1065,C24,,87,Blitz,Afternoon,Long,Win,13
Live Chess,2023.03.09,04:59:56,600,1-0,alekscottz,davdan3009,1070,1021,C50,,75,Blitz,Night,Long,Win,49
Live Chess,2023.03.09,04:52:56,600,1-0,alekscottz,Alex_Rietmann,1063,979,C55,,27,Blitz,Night,Short,Win,84
Live Chess,2023.03.09,03:58:10,600,1/2-1/2,DarwinsApe,alekscottz,1070,1057,C01,,150,Blitz,Night,Long,Draw,-13
Live Chess,2023.03.09,03:35:07,600,0-1,pawnliberator,alekscottz,1022,1057,A40,,116,Blitz,Night,Long,Win,35
Live Chess,2023.03.09,03:18:32,600,1-0,alekscottz,zwar,1049,997,C23,,57,Blitz,Night,Medium,Win,52
Live Chess,2023.03.09,00:59:38,600,1-0,cmitch146,alekscottz,1061,1042,C00,,31,Blitz,Night,Medium,Loss,-19
Live Chess,2023.03.09,00:51:12,600,0-1,alekscottz,harry_atkins,1050,1045,C00,,70,Blitz,Night,Long,Loss,5
Live Chess,2023.03.09,00:33:20,600,0-1,PillagerPirate,alekscottz,1050,1059,A40,,144,Blitz,Night,Long,Win,9
Live Chess,2023.03.08,20:23:11,600,1-0,RChristakes,alekscottz,1101,1051,D02,,71,Blitz,Evening,Long,Loss,-50
Live Chess,2023.03.08,20:21:18,600,1/2-1/2,alekscottz,RChristakes,1058,1094,B10,,18,Blitz,Evening,Short,Draw,-36
Live Chess,2023.03.08,20:11:14,600,1-0,alekscottz,Heisenheimer,1057,1113,C24,,36,Blitz,Evening,Medium,Win,-56
Live Chess,2023.03.08,19:51:27,600,0-1,VordSlayer15,alekscottz,1040,1047,C02,,56,Blitz,Evening,Medium,Win,7
Live Chess,2023.03.08,19:42:29,600,0-1,alekscottz,rafaelloski,1039,1049,C24,,32,Blitz,Evening,Medium,Loss,-10
Live Chess,2023.03.08,19:27:07,600,0-1,alekscottz,Kamiran99,1047,1024,C50,,70,Blitz,Evening,Long,Loss,23
Live Chess,2023.03.08,04:53:16,600,1-0,pawnforthewin33,alekscottz,1063,1056,C02,,93,Blitz,Night,Long,Loss,-7
Live Chess,2023.03.08,04:37:01,600,0-1,alekscottz,Tiki-Thai,1064,1104,C24,,84,Blitz,Night,Long,Loss,-40
Live Chess,2023.03.08,04:02:54,600,0-1,RullySZ,alekscottz,1030,1071,C00,,50,Blitz,Night,Medium,Win,41
Live Chess,2023.03.08,01:24:35,600,0-1,mbdawg20,alekscottz,1063,1064,C15,,70,Blitz,Night,Long,Win,1
Live Chess,2023.03.07,05:06:29,600,1-0,Bradaigh,alekscottz,1092,1056,C00,,79,Blitz,Morning,Long,Loss,-36
Live Chess,2023.03.07,04:43:39,600,0-1,alekscottz,ChessVibs,1064,1119,C20,,56,Blitz,Night,Medium,Loss,-55
Live Chess,2023.03.07,04:32:38,600,1-0,JoshuaValerio,alekscottz,1040,1071,C00,,65,Blitz,Night,Long,Loss,31
Live Chess,2023.03.07,02:19:39,600,1-0,tracymannk,alekscottz,1120,1080,C10,,109,Blitz,Night,Long,Loss,-40
Live Chess,2023.03.07,00:59:47,600,1-0,Frixeon,alekscottz,1034,1087,C02,,59,Blitz,Night,Medium,Loss,53
Live Chess,2023.03.07,00:43:01,600,0-1,alekscottz,4thpep,1097,1176,C00,,90,Blitz,Night,Long,Loss,-79
Live Chess,2023.03.06,23:58:06,600,1-0,alekscottz,BadTrader,1103,1067,B01,,81,Blitz,Night,Long,Win,36
Live Chess,2023.03.06,22:07:10,600,1-0,NinaOwl,alekscottz,1071,1095,C01,,33,Blitz,Night,Medium,Loss,24
Live Chess,2023.03.06,21:49:45,600,0-1,alekscottz,Juliusbr123,1104,1148,C24,,64,Blitz,Night,Long,Loss,-44
Live Chess,2023.03.06,21:39:30,600,0-1,alekscottz,BelgischeWaffel,1111,1184,B30,,50,Blitz,Night,Medium,Loss,-73
Live Chess,2023.03.06,20:59:16,600,0-1,BunchyGrumpkin,alekscottz,1062,1118,C00,,124,Blitz,Evening,Long,Win,56
Live Chess,2023.03.06,20:34:42,600,1/2-1/2,Bearman57,alekscottz,1105,1111,A40,,165,Blitz,Evening,Long,Draw,6
Live Chess,2023.03.06,20:25:17,600,0-1,alekscottz,MylesMate,1111,1112,C24,,32,Blitz,Evening,Medium,Loss,-1
Live Chess,2023.03.06,20:02:27,600,0-1,ben8109,alekscottz,1106,1119,C02,,32,Blitz,Evening,Medium,Win,13
Live Chess,2023.03.06,19:10:11,600,1-0,alekscottz,nrg4now,1111,1141,B07,,86,Blitz,Evening,Long,Win,-30
Live Chess,2023.03.06,18:50:12,600,0-1,Riqple,alekscottz,1132,1102,A40,,56,Blitz,Evening,Medium,Win,-30
Live Chess,2023.03.06,18:46:52,600,1-0,QuarrentinedMaster05,alekscottz,1089,1093,C45,,17,Blitz,Evening,Short,Loss,4
Live Chess,2023.03.06,16:56:40,600,1-0,alekscottz,BethFanBoy2000,1102,1064,B01,,39,Blitz,Afternoon,Medium,Win,38
Live Chess,2023.03.06,16:39:12,600,0-1,DabkiDali,alekscottz,1122,1095,C02,,76,Blitz,Afternoon,Long,Win,-27
Live Chess,2023.03.06,16:36:02,600,0-1,alekscottz,urriindahouse,1086,1134,C50,,28,Blitz,Afternoon,Short,Loss,-48
Live Chess,2023.03.06,16:06:48,600,1-0,alekscottz,juancgjr1,1093,1045,B00,,125,Blitz,Afternoon,Long,Win,48
Live Chess,2023.03.06,16:00:42,600,1-0,alekscottz,LiQuiDat0rrr,1086,1108,C50,,17,Blitz,Afternoon,Short,Win,-22
Live Chess,2023.03.06,05:25:41,600,0-1,alekscottz,chess4lyfe8008,1077,1102,B10,,122,Blitz,Morning,Long,Loss,-25
Live Chess,2023.03.06,05:04:27,600,1/2-1/2,alekscottz,Surkapalot,1085,1075,B10,,113,Blitz,Morning,Long,Draw,10
Live Chess,2023.03.06,04:48:10,600,0-1,mattchesschamp12,alekscottz,1136,1085,A40,,92,Blitz,Night,Long,Win,-51
Live Chess,2023.03.06,04:42:35,600,1-0,alekscottz,elvisjudo,1075,1020,C23,,27,Blitz,Night,Short,Win,55
Live Chess,2023.03.06,04:41:25,600,1-0,Peel-orange,alekscottz,1093,1068,C02,,13,Blitz,Night,Short,Loss,-25
Live Chess,2023.03.06,03:28:15,600,1-0,killerbees99,alekscottz,1128,1076,C02,,93,Blitz,Night,Long,Loss,-52
Live Chess,2023.03.04,23:55:45,600,0-1,alekscottz,Jacob_Bocotan_2A,1083,1092,B01,,130,Blitz,Night,Long,Loss,-9
Live Chess,2023.03.04,23:39:57,600,0-1,Pesky6,alekscottz,1078,1091,C00,,14,Blitz,Night,Short,Win,13
Live Chess,2023.03.04,22:33:06,600,0-1,GuilhermedeAndrade,alekscottz,1089,1083,C02,,56,Blitz,Night,Medium,Win,-6
Live Chess,2023.03.04,19:28:37,600,0-1,ilostilo79,alekscottz,1042,1074,A40,,118,Blitz,Evening,Long,Win,32
Live Chess,2023.03.04,19:22:47,600,1-0,alekscottz,Battle276king,1066,1023,C24,,16,Blitz,Evening,Short,Win,43
Live Chess,2023.03.04,19:16:17,600,0-1,Philemon07,alekscottz,1063,1059,C00,,38,Blitz,Evening,Medium,Win,-4
Live Chess,2023.03.04,19:15:01,600,1-0,alekscottz,Nikhil_Gautam0609,1050,988,B20,,7,Blitz,Evening,Short,Win,62
Live Chess,2023.03.04,15:57:40,600,0-1,alekscottz,Domes67470,1043,1072,B00,,70,Blitz,Afternoon,Long,Loss,-29
Live Chess,2023.03.04,06:19:16,600,1/2-1/2,alekscottz,itsawarzone,1051,1078,C57,,58,Blitz,Morning,Medium,Draw,-27
Live Chess,2023.03.04,06:08:01,600,1-0,SohamMishra2,alekscottz,1100,1050,C00,,79,Blitz,Morning,Long,Loss,-50
Live Chess,2023.03.04,03:53:24,600,1-0,LerBaw,alekscottz,1104,1057,C02,,115,Blitz,Night,Long,Loss,-47
Live Chess,2023.03.03,21:14:06,600,0-1,alekscottz,kornelbielaszewski,1064,1083,C24,,102,Blitz,Night,Long,Loss,-19
Live Chess,2023.03.03,21:11:28,600,0-1,Patriotic4934,alekscottz,1063,1072,C02,,12,Blitz,Night,Short,Win,9
Live Chess,2023.03.03,05:02:00,600,1-0,IPlayChessEsca,alekscottz,1184,1064,C00,,124,Blitz,Morning,Long,Loss,-120
Live Chess,2023.03.03,03:44:25,600,0-1,alekscottz,hindarto1,1071,1090,C20,,86,Blitz,Night,Long,Loss,-19
Live Chess,2023.03.03,03:27:18,600,1-0,alekscottz,subtrRaCt,1079,1105,C23,,41,Blitz,Night,Medium,Win,-26
Live Chess,2023.03.02,20:43:14,600,1-0,jokersvi1,alekscottz,1057,1070,C02,,67,Blitz,Evening,Long,Loss,13
Live Chess,2023.03.02,20:31:34,600,0-1,DeLangson0411,alekscottz,1107,1079,C01,,22,Blitz,Evening,Short,Win,-28
Live Chess,2023.03.02,20:19:24,600,1-0,alekscottz,cacaonibs,1070,1069,C24,,35,Blitz,Evening,Medium,Win,1
Live Chess,2023.03.02,20:12:23,600,1-0,alekscottz,Patriotic4934,1062,1060,C00,,25,Blitz,Evening,Short,Win,2
Live Chess,2023.03.02,19:56:30,600,1-0,zaki101,alekscottz,1092,1054,C00,,83,Blitz,Evening,Long,Loss,-38
Live Chess,2023.03.02,19:45:13,600,1-0,Bercup,alekscottz,1050,1061,C02,,79,Blitz,Evening,Long,Loss,11
Live Chess,2023.03.02,17:59:09,600,1-0,alekscottz,dipex444,1070,1014,C41,,103,Blitz,Evening,Long,Win,56
Live Chess,2023.03.02,17:50:04,600,0-1,kivivisa,alekscottz,1066,1063,B22,,18,Blitz,Evening,Short,Win,-3
Live Chess,2023.03.02,17:38:58,600,1-0,alekscottz,MrtnSG,1055,1061,C50,,76,Blitz,Evening,Long,Win,-6
Live Chess,2023.03.02,04:38:43,600,0-1,first_div,alekscottz,996,1046,C02,,58,Blitz,Night,Medium,Win,50
Live Chess,2023.03.02,04:35:46,600,0-1,alekscottz,Algernon6996,1039,1038,C23,,16,Blitz,Night,Short,Loss,1
Live Chess,2023.03.02,03:56:09,600,0-1,speed_sewy,alekscottz,1044,1047,A40,,16,Blitz,Night,Short,Win,3
Live Chess,2023.03.02,01:44:18,600,0-1,alekscottz,eltata70,1039,1081,B00,,116,Blitz,Night,Long,Loss,-42
Live Chess,2023.03.02,01:06:42,600,1-0,alekscottz,IDigTrenches,1046,1009,B20,,66,Blitz,Night,Long,Win,37
Live Chess,2023.03.02,00:49:49,600,0-1,alekscottz,RazKrek,1038,1025,B07,,42,Blitz,Night,Medium,Loss,13
Live Chess,2023.03.02,00:32:24,600,1-0,Padge317,alekscottz,1077,1047,A40,,117,Blitz,Night,Long,Loss,-30
Live Chess,2023.03.02,00:14:25,600,0-1,KingJagger,alekscottz,1083,1055,A40,,60,Blitz,Night,Long,Win,-28
Live Chess,2023.03.02,00:03:24,600,1-0,alekscottz,Brodanarcc,1046,999,C50,,57,Blitz,Night,Medium,Win,47
Live Chess,2023.03.01,21:41:14,600,1-0,mcbreiten,alekscottz,1083,1039,C02,,55,Blitz,Night,Medium,Loss,-44
Live Chess,2023.03.01,21:19:48,600,1-0,alekscottz,zgorzelec,1046,1072,C50,,63,Blitz,Night,Long,Win,-26
Live Chess,2023.03.01,21:07:06,600,1-0,timtvsports,alekscottz,1006,1037,C02,,77,Blitz,Night,Long,Loss,31
Live Chess,2023.03.01,20:56:12,600,0-1,alekscottz,sebzheng,1046,1014,C50,,16,Blitz,Evening,Short,Loss,32
Live Chess,2023.03.01,07:56:46,600,1-0,mihfer,alekscottz,1024,1055,A40,,29,Blitz,Morning,Short,Loss,31
Live Chess,2023.03.01,05:08:50,600,1-0,bluesky1611,alekscottz,1064,1064,C00,,69,Blitz,Morning,Long,Loss,0
Live Chess,2023.03.01,04:48:00,600,1/2-1/2,alekscottz,D-79,1072,1064,B01,,181,Blitz,Night,Long,Draw,8
Live Chess,2023.03.01,04:30:04,600,1-0,alekscottz,Kubiny,1072,1009,C23,,75,Blitz,Night,Long,Win,63
Live Chess,2023.03.01,02:29:11,1200,0-1,alekscottz,ridgekelly,1065,715,B01,,50,Rapid,Night,Medium,Loss,350
Live Chess,2023.03.01,01:48:27,600,1-0,alekscottz,ridgekelly,1065,959,B00,,83,Blitz,Night,Long,Win,106
Live Chess,2023.02.28,23:57:24,600,0-1,Christ0_5,alekscottz,1050,1053,C01,,74,Blitz,Night,Long,Win,3
Live Chess,2023.02.28,15:25:43,300,1/2-1/2,Beeeks,alekscottz,430,1045,B21,,130,Blitz,Afternoon,Long,Draw,615
Live Chess,2023.02.28,15:21:44,300,1-0,alekscottz,Beeeks,1045,430,B10,,71,Blitz,Afternoon,Long,Win,615
Live Chess,2023.02.28,15:16:41,300,1-0,Beeeks,alekscottz,430,1045,C00,,41,Blitz,Afternoon,Medium,Loss,615
Live Chess,2023.02.28,06:07:26,600,1-0,alekscottz,Master18467,1045,1047,C20,,21,Blitz,Morning,Short,Win,-2
Live Chess,2023.02.28,05:32:39,600,0-1,ChuchoGonzo26,alekscottz,986,1037,C00,,18,Blitz,Morning,Short,Win,51
Live Chess,2023.02.28,05:15:00,600,1-0,alekscottz,chennaikumar62,1030,1010,C00,,79,Blitz,Morning,Long,Win,20
Live Chess,2023.02.28,05:00:06,600,0-1,ivan06041958,alekscottz,991,1022,C00,,44,Blitz,Morning,Medium,Win,31
Live Chess,2023.02.28,04:46:23,600,1-0,alekscottz,Filip_Brike,1014,976,C55,,71,Blitz,Night,Long,Win,38
Live Chess,2023.02.28,04:06:29,600,1-0,Majid_noo,alekscottz,1033,1007,C00,,41,Blitz,Night,Medium,Loss,-26
Live Chess,2023.02.28,04:03:37,600,0-1,Machek67,alekscottz,1033,1015,C02,,16,Blitz,Night,Short,Win,-18
Live Chess,2023.02.28,02:01:54,600,1-0,alekscottz,SHADOW7266,1006,983,C23,,43,Blitz,Night,Medium,Win,23
Live Chess,2023.02.27,19:45:48,600,1-0,alekscottz,cavaq,998,1007,B50,,55,Blitz,Evening,Medium,Win,-9
Live Chess,2023.02.27,19:43:40,600,1-0,jul1234566,alekscottz,914,989,A00,,13,Blitz,Evening,Short,Loss,75
Live Chess,2023.02.27,19:19:16,600,0-1,alekscottz,Sam_Jazzy,1000,982,C02,,60,Blitz,Evening,Long,Loss,18
Live Chess,2023.02.27,19:12:55,600,1-0,alekscottz,semmitsemfogadel,1009,1026,C23,,35,Blitz,Evening,Medium,Win,-17
Live Chess,2023.02.27,18:27:27,600,0-1,Matamotor123,alekscottz,945,1000,A40,,56,Blitz,Evening,Medium,Win,55
Live Chess,2023.02.27,18:09:39,600,0-1,Hummark,alekscottz,959,993,C01,,46,Blitz,Evening,Medium,Win,34
Live Chess,2023.02.27,18:07:48,600,0-1,alekscottz,jblas21,985,1000,C23,,12,Blitz,Evening,Short,Loss,-15
Live Chess,2023.02.27,17:48:07,600,1/2-1/2,Anumoc,alekscottz,1023,993,C01,,121,Blitz,Evening,Long,Draw,-30
Live Chess,2023.02.27,04:46:31,600,0-1,alekscottz,yankee4,992,1047,C00,,84,Blitz,Night,Long,Loss,-55
Live Chess,2023.02.27,04:27:31,600,0-1,alekscottz,Lahoal123,999,973,B20,,110,Blitz,Night,Long,Loss,26
Live Chess,2023.02.27,04:16:16,600,0-1,jlegg05,alekscottz,960,1008,C00,,36,Blitz,Night,Medium,Win,48
Live Chess,2023.02.27,01:28:07,600,0-1,alekscottz,lucioolivieri,1001,1026,C41,,32,Blitz,Night,Medium,Loss,-25
Live Chess,2023.02.27,01:24:50,600,0-1,Incognito_TZ,alekscottz,948,1009,B00,,22,Blitz,Night,Short,Win,61
Live Chess,2023.02.27,01:18:43,600,1-0,Badbabook,alekscottz,993,1002,C00,,31,Blitz,Night,Medium,Loss,9
Live Chess,2023.02.26,23:11:46,600,1-0,alekscottz,Jonh341,1011,964,B01,,63,Blitz,Night,Long,Win,47
Live Chess,2023.02.26,21:45:04,600,1-0,Paradoxo357,alekscottz,1003,1004,C02,,37,Blitz,Night,Medium,Loss,1
Live Chess,2023.02.26,21:23:41,600,0-1,storecopy,alekscottz,993,1012,A40,,116,Blitz,Night,Long,Win,19
Live Chess,2023.02.26,20:15:47,600,1-0,alekscottz,Gedziune,1004,975,B10,,19,Blitz,Evening,Short,Win,29
Live Chess,2023.02.26,20:14:07,600,0-1,Goodnick1,alekscottz,921,996,C02,,12,Blitz,Evening,Short,Win,75
Live Chess,2023.02.26,20:12:40,600,0-1,IndeeC2881,alekscottz,1009,989,A00,,10,Blitz,Evening,Short,Win,-20
Live Chess,2023.02.26,20:04:27,600,0-1,alekscottz,sanghai14,980,1020,C24,,38,Blitz,Evening,Medium,Loss,-40
Live Chess,2023.02.26,16:40:18,600,0-1,alekscottz,olaf-P,987,1014,C55,,42,Blitz,Afternoon,Medium,Loss,-27
Live Chess,2023.02.26,16:22:03,600,1/2-1/2,hDp_20,alekscottz,974,995,D30,,153,Blitz,Afternoon,Long,Draw,21
Live Chess,2023.02.26,15:05:42,600,0-1,alekscottz,senik123,995,1037,C00,,52,Blitz,Afternoon,Medium,Loss,-42
Live Chess,2023.02.26,14:30:04,600,0-1,prostargame,alekscottz,938,1002,C00,,104,Blitz,Afternoon,Long,Win,64
Live Chess,2023.02.26,14:11:11,600,1-0,alekscottz,Kutnjak7,995,988,C41,,123,Blitz,Afternoon,Long,Win,7
Live Chess,2023.02.26,04:59:45,600,0-1,mandrake1968,alekscottz,952,987,A40,,134,Blitz,Night,Long,Win,35
Live Chess,2023.02.26,04:57:31,600,0-1,alekscottz,Radek1940,979,995,C24,,14,Blitz,Night,Short,Loss,-16
Live Chess,2023.02.26,04:55:42,600,0-1,alekscottz,PHIKSA,987,1023,B01,,10,Blitz,Night,Short,Loss,-36
Live Chess,2023.02.26,02:47:29,600,0-1,PirateZulzi,alekscottz,934,994,A40,,28,Blitz,Night,Short,Win,60
Live Chess,2023.02.26,02:02:04,600,1-0,swirth4,alekscottz,973,987,C00,,77,Blitz,Night,Long,Loss,14
Live Chess,2023.02.26,01:54:02,600,0-1,chessman415,alekscottz,997,996,A00,,46,Blitz,Night,Medium,Win,-1
Live Chess,2023.02.26,01:28:18,600,0-1,alekscottz,vishaldubey28,988,963,C00,,70,Blitz,Night,Long,Loss,25
Live Chess,2023.02.25,22:58:57,600,1-0,alekscottz,Booger26,997,943,C50,,43,Blitz,Night,Medium,Win,54
Live Chess,2023.02.25,22:29:10,600,0-1,Chzbgrmcngt,alekscottz,929,990,C00,,36,Blitz,Night,Medium,Win,61
Live Chess,2023.02.25,22:08:39,600,1-0,alekscottz,Casimir7,983,948,C55,,65,Blitz,Night,Long,Win,35
Live Chess,2023.02.25,04:37:16,600,0-1,alekscottz,Jhherry,975,1012,B01,,18,Blitz,Night,Short,Loss,-37
Live Chess,2023.02.25,02:51:39,600,1-0,Vazquezya,alekscottz,1011,983,C10,,31,Blitz,Night,Medium,Loss,-28
Live Chess,2023.02.25,02:36:46,600,0-1,msmr12,alekscottz,1011,991,C00,,40,Blitz,Night,Medium,Win,-20
Live Chess,2023.02.25,02:13:58,600,1-0,alekscottz,madxpto,982,954,C24,,41,Blitz,Night,Medium,Win,28
Live Chess,2023.02.25,02:04:30,600,1-0,alekscottz,Becci345,974,996,C50,,81,Blitz,Night,Long,Win,-22
Live Chess,2023.02.24,22:58:41,600,1/2-1/2,dinokatsaitis,alekscottz,1013,965,A40,,140,Blitz,Night,Long,Draw,-48
Live Chess,2023.02.24,22:36:54,600,0-1,dundunnewbie,alekscottz,954,964,B02,,70,Blitz,Night,Long,Win,10
Live Chess,2023.02.24,22:32:37,600,0-1,alekscottz,Federicofantin,956,951,C00,,24,Blitz,Night,Short,Loss,5
Live Chess,2023.02.24,21:46:33,600,1/2-1/2,alekscottz,KingUrbanos,964,985,C41,,112,Blitz,Night,Long,Draw,-21
Live Chess,2023.02.24,21:26:56,600,0-1,sjassemi1,alekscottz,930,964,B02,,74,Blitz,Night,Long,Win,34
Live Chess,2023.02.24,17:28:36,600,0-1,alekscottz,Klocinator,956,944,B20,,90,Blitz,Evening,Long,Loss,12
Live Chess,2023.02.24,17:06:24,600,0-1,x-9190063368,alekscottz,921,965,A00,,208,Blitz,Evening,Long,Win,44
Live Chess,2023.02.24,16:48:05,600,1-0,rake55,alekscottz,955,958,A40,,87,Blitz,Afternoon,Long,Loss,3
Live Chess,2023.02.24,16:29:22,600,1-0,Wiliamn,alekscottz,970,966,C02,,69,Blitz,Afternoon,Long,Loss,-4
Live Chess,2023.02.24,05:50:07,600,1-0,alekscottz,NOD38,974,913,B00,,49,Blitz,Morning,Medium,Win,61
Live Chess,2023.02.24,05:47:59,600,1-0,alekscottz,Generic_Lamp,967,928,C23,,13,Blitz,Morning,Short,Win,39
Live Chess,2023.02.24,01:04:33,600,0-1,wearesiamese,alekscottz,918,960,C00,,54,Blitz,Night,Medium,Win,42
Live Chess,2023.02.24,00:55:08,600,1-0,alekscottz,Estebanvm19,953,953,B10,,63,Blitz,Night,Long,Win,0
Live Chess,2023.02.24,00:42:38,600,1/2-1/2,DongusChongus95,alekscottz,957,945,C00,,110,Blitz,Night,Long,Draw,-12
Live Chess,2023.02.23,22:18:29,600,1-0,alekscottz,braveliltosta,945,893,B01,,57,Blitz,Night,Medium,Win,52
Live Chess,2023.02.23,22:01:53,600,1-0,patricksullivan333,alekscottz,998,938,B22,,39,Blitz,Night,Medium,Loss,-60
